Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Rhondda Cynon Taf,02/03/2020,0,0,0,2,25
Rhondda Cynon Taf,01/03/2020,0,0,0,0,23
Rhondda Cynon Taf,29/02/2020,0,0,0,3,23
Rhondda Cynon Taf,28/02/2020,0,0,0,2,20
Rhondda Cynon Taf,27/02/2020,0,0,0,5,18
Rhondda Cynon Taf,26/02/2020,0,0,0,0,13
Rhondda Cynon Taf,25/02/2020,0,0,0,0,13
Rhondda Cynon Taf,24/02/2020,0,0,0,0,13
Rhondda Cynon Taf,23/02/2020,0,0,0,0,13
Rhondda Cynon Taf,22/02/2020,0,0,0,1,13
Rhondda Cynon Taf,21/02/2020,0,0,0,0,12
Rhondda Cynon Taf,20/02/2020,0,0,0,1,12
Rhondda Cynon Taf,19/02/2020,0,0,0,1,11
Rhondda Cynon Taf,18/02/2020,0,0,0,0,10
Rhondda Cynon Taf,17/02/2020,0,0,0,0,10
Rhondda Cynon Taf,16/02/2020,0,0,0,0,10
Rhondda Cynon Taf,15/02/2020,0,0,0,2,10
Rhondda Cynon Taf,14/02/2020,0,0,0,1,8
Rhondda Cynon Taf,13/02/2020,0,0,0,0,7
Rhondda Cynon Taf,12/02/2020,0,0,0,0,7
Rhondda Cynon Taf,11/02/2020,0,0,0,0,7
Rhondda Cynon Taf,10/02/2020,0,0,0,0,7
Rhondda Cynon Taf,09/02/2020,0,0,0,1,7
Rhondda Cynon Taf,08/02/2020,0,0,0,5,6
Rhondda Cynon Taf,07/02/2020,0,0,0,1,1
Rhondda Cynon Taf,06/02/2020,0,0,0,0,0
Rhondda Cynon Taf,05/02/2020,0,0,0,0,0
Rhondda Cynon Taf,04/02/2020,0,0,0,0,0
Rhondda Cynon Taf,03/02/2020,0,0,0,0,0
Swansea,01/07/2020,0,1279,518.9,2,10481
Swansea,30/06/2020,0,1279,518.9,31,10479
Swansea,29/06/2020,0,1279,518.9,103,10448
Swansea,28/06/2020,0,1279,518.9,45,10345
Swansea,27/06/2020,0,1279,518.9,53,10300
Swansea,26/06/2020,0,1279,518.9,57,10247
Swansea,25/06/2020,0,1279,518.9,80,10190
Swansea,24/06/2020,0,1279,518.9,83,10110
Swansea,23/06/2020,1,1279,518.9,62,10027
Swansea,22/06/2020,0,1278,518.5,87,9965
Swansea,21/06/2020,0,1278,518.5,47,9878
Swansea,20/06/2020,0,1278,518.5,68,9831
Swansea,19/06/2020,0,1278,518.5,80,9763
Swansea,18/06/2020,0,1278,518.5,101,9683
Swansea,17/06/2020,0,1278,518.5,102,9582
Swansea,16/06/2020,0,1278,518.5,104,9480
Swansea,15/06/2020,0,1278,518.5,200,9376
Swansea,14/06/2020,0,1278,518.5,73,9176
Swansea,13/06/2020,0,1278,518.5,159,9103
Swansea,12/06/2020,0,1278,518.5,125,8944
Swansea,11/06/2020,2,1278,518.5,142,8819
Swansea,10/06/2020,0,1276,517.7,182,8677
Swansea,09/06/2020,1,1276,517.7,106,8495
Swansea,08/06/2020,1,1275,517.3,163,8389
Swansea,07/06/2020,1,1274,516.9,106,8226
Swansea,06/06/2020,2,1273,516.5,66,8120
Swansea,05/06/2020,2,1271,515.7,154,8054
Swansea,04/06/2020,0,1269,514.9,210,7900
Swansea,03/06/2020,0,1269,514.9,159,7690
Swansea,02/06/2020,2,1269,514.9,166,7531
Swansea,01/06/2020,2,1267,514.1,192,7365
Swansea,31/05/2020,0,1265,513.3,113,7173
Swansea,30/05/2020,0,1265,513.3,104,7060
Swansea,29/05/2020,2,1265,513.3,251,6956
Swansea,28/05/2020,1,1263,512.4,191,6705
Swansea,27/05/2020,0,1262,512,168,6514
Swansea,26/05/2020,0,1262,512,160,6346
Swansea,25/05/2020,3,1262,512,84,6186
Swansea,24/05/2020,3,1259,510.8,214,6102
Swansea,23/05/2020,9,1256,509.6,276,5888
Swansea,22/05/2020,0,1247,506,96,5612
Swansea,21/05/2020,2,1247,506,118,5516
Swansea,20/05/2020,1,1245,505.1,164,5398
Swansea,19/05/2020,10,1244,504.7,152,5234
Swansea,18/05/2020,14,1234,500.7,105,5082
Swansea,17/05/2020,3,1220,495,60,4977
Swansea,16/05/2020,1,1217,493.8,42,4917
Swansea,15/05/2020,5,1216,493.4,189,4875
Swansea,14/05/2020,3,1211,491.3,149,4686
Swansea,13/05/2020,6,1208,490.1,165,4537
Swansea,12/05/2020,3,1202,487.7,91,4372
Swansea,11/05/2020,10,1199,486.5,206,4281
Swansea,10/05/2020,14,1189,482.4,150,4075
Swansea,09/05/2020,10,1175,476.7,81,3925
Swansea,08/05/2020,3,1165,472.7,57,3844
Swansea,07/05/2020,8,1162,471.5,80,3787
Swansea,06/05/2020,6,1154,468.2,88,3707
Swansea,05/05/2020,11,1148,465.8,94,3619
Swansea,04/05/2020,12,1137,461.3,73,3525
Swansea,03/05/2020,5,1125,456.5,35,3452
Swansea,02/05/2020,9,1120,454.4,67,3417
Swansea,01/05/2020,13,1111,450.8,83,3350
Swansea,30/04/2020,15,1098,445.5,87,3267
Swansea,29/04/2020,28,1083,439.4,122,3180
Swansea,28/04/2020,17,1055,428.1,89,3058
Swansea,27/04/2020,13,1038,421.2,74,2969
Swansea,26/04/2020,14,1025,415.9,54,2895
Swansea,25/04/2020,9,1011,410.2,51,2841
Swansea,24/04/2020,34,1002,406.5,138,2790
Swansea,23/04/2020,38,968,392.8,154,2652
Swansea,22/04/2020,29,930,377.3,96,2498
Swansea,21/04/2020,33,901,365.6,110,2402
Swansea,20/04/2020,16,868,352.2,70,2292
Swansea,19/04/2020,27,852,345.7,66,2222
Swansea,18/04/2020,26,825,334.7,60,2156
Swansea,17/04/2020,37,799,324.2,110,2096
Swansea,16/04/2020,43,762,309.2,87,1986
Swansea,15/04/2020,47,719,291.7,108,1899
Swansea,14/04/2020,27,672,272.7,53,1791
Swansea,13/04/2020,35,645,261.7,65,1738
Swansea,12/04/2020,41,610,247.5,78,1673
Swansea,11/04/2020,22,569,230.9,61,1595
Swansea,10/04/2020,42,547,221.9,79,1534
Swansea,09/04/2020,48,505,204.9,117,1455
Swansea,08/04/2020,53,457,185.4,104,1338
Swansea,07/04/2020,39,404,163.9,87,1234
Swansea,06/04/2020,45,365,148.1,83,1147
Swansea,05/04/2020,28,320,129.8,51,1064
Swansea,04/04/2020,39,292,118.5,81,1013
Swansea,03/04/2020,43,253,102.7,81,932
Swansea,02/04/2020,27,210,85.2,67,851
Swansea,01/04/2020,25,183,74.2,67,784
Swansea,31/03/2020,17,158,64.1,54,717
Swansea,30/03/2020,29,141,57.2,65,663
Swansea,29/03/2020,12,112,45.4,37,598
Swansea,28/03/2020,8,100,40.6,29,561
Swansea,27/03/2020,16,92,37.3,53,532
Swansea,26/03/2020,9,76,30.8,43,479
Swansea,25/03/2020,10,67,27.2,44,436
Swansea,24/03/2020,13,57,23.1,49,392
Swansea,23/03/2020,9,44,17.9,45,343
Swansea,22/03/2020,5,35,14.2,30,298
Swansea,21/03/2020,2,30,12.2,29,268
Swansea,20/03/2020,4,28,11.4,26,239
Swansea,19/03/2020,4,24,9.7,30,213
Swansea,18/03/2020,2,20,8.1,16,183
Swansea,17/03/2020,1,18,7.3,40,167
Swansea,16/03/2020,1,17,6.9,12,127
Swansea,15/03/2020,1,16,6.5,10,115
Swansea,14/03/2020,0,15,6.1,5,105
Swansea,13/03/2020,3,15,6.1,20,100
Swansea,12/03/2020,9,12,4.9,22,80
Swansea,11/03/2020,2,3,1.2,7,58
Swansea,10/03/2020,0,1,0.4,3,51
Swansea,09/03/2020,0,1,0.4,0,48
Swansea,08/03/2020,0,1,0.4,0,48
Swansea,07/03/2020,0,1,0.4,0,48
Swansea,06/03/2020,0,1,0.4,2,48
Swansea,05/03/2020,0,1,0.4,2,46
Swansea,04/03/2020,0,1,0.4,1,44
Swansea,03/03/2020,0,1,0.4,3,43
Swansea,02/03/2020,0,1,0.4,8,40
Swansea,01/03/2020,0,1,0.4,1,32
Swansea,29/02/2020,0,1,0.4,3,31
Swansea,28/02/2020,0,1,0.4,1,28
Swansea,27/02/2020,1,1,0.4,15,27
Swansea,26/02/2020,0,0,0,2,12
Swansea,25/02/2020,0,0,0,1,10
Swansea,24/02/2020,0,0,0,0,9
Swansea,23/02/2020,0,0,0,2,9
Swansea,22/02/2020,0,0,0,0,7
Swansea,21/02/2020,0,0,0,0,7
Swansea,20/02/2020,0,0,0,1,7
Swansea,19/02/2020,0,0,0,1,6
Swansea,18/02/2020,0,0,0,0,5
Swansea,17/02/2020,0,0,0,1,5
Swansea,16/02/2020,0,0,0,1,4
Swansea,15/02/2020,0,0,0,0,3
Swansea,14/02/2020,0,0,0,0,3
Swansea,13/02/2020,0,0,0,0,3
Swansea,12/02/2020,0,0,0,0,3
Swansea,11/02/2020,0,0,0,0,3
Swansea,10/02/2020,0,0,0,0,3
Swansea,09/02/2020,0,0,0,0,3
Swansea,08/02/2020,0,0,0,1,3
Swansea,07/02/2020,0,0,0,2,2
Swansea,06/02/2020,0,0,0,0,0
Swansea,05/02/2020,0,0,0,0,0
Swansea,04/02/2020,0,0,0,0,0
Swansea,03/02/2020,0,0,0,0,0
Torfaen,01/07/2020,0,352,378.3,1,3613
Torfaen,30/06/2020,0,352,378.3,8,3612
Torfaen,29/06/2020,0,352,378.3,37,3604
Torfaen,28/06/2020,0,352,378.3,67,3567
Torfaen,27/06/2020,1,352,378.3,29,3500
Torfaen,26/06/2020,0,351,377.2,65,3471
Torfaen,25/06/2020,0,351,377.2,52,3406
Torfaen,24/06/2020,1,351,377.2,39,3354
Torfaen,23/06/2020,0,350,376.1,28,3315
Torfaen,22/06/2020,0,350,376.1,90,3287
Torfaen,21/06/2020,0,350,376.1,17,3197
Torfaen,20/06/2020,0,350,376.1,26,3180
Torfaen,19/06/2020,0,350,376.1,180,3154
Torfaen,18/06/2020,0,350,376.1,40,2974
Torfaen,17/06/2020,0,350,376.1,104,2934
Torfaen,16/06/2020,0,350,376.1,32,2830
Torfaen,15/06/2020,0,350,376.1,54,2798
Torfaen,14/06/2020,0,350,376.1,26,2744
Torfaen,13/06/2020,2,350,376.1,61,2718
Torfaen,12/06/2020,0,348,374,122,2657
Torfaen,11/06/2020,0,348,374,80,2535
Torfaen,10/06/2020,1,348,374,33,2455
Torfaen,09/06/2020,0,347,372.9,113,2422
Torfaen,08/06/2020,1,347,372.9,74,2309
Torfaen,07/06/2020,0,346,371.8,76,2235
Torfaen,06/06/2020,0,346,371.8,30,2159
Torfaen,05/06/2020,0,346,371.8,53,2129
Torfaen,04/06/2020,0,346,371.8,55,2076
Torfaen,03/06/2020,0,346,371.8,28,2021
Torfaen,02/06/2020,0,346,371.8,29,1993
Torfaen,01/06/2020,0,346,371.8,23,1964
Torfaen,31/05/2020,0,346,371.8,22,1941
Torfaen,30/05/2020,0,346,371.8,17,1919
Torfaen,29/05/2020,0,346,371.8,18,1902
Torfaen,28/05/2020,0,346,371.8,15,1884
Torfaen,27/05/2020,3,346,371.8,114,1869
Torfaen,26/05/2020,0,343,368.6,18,1755
Torfaen,25/05/2020,1,343,368.6,12,1737
Torfaen,24/05/2020,0,342,367.5,12,1725
Torfaen,23/05/2020,1,342,367.5,27,1713
Torfaen,22/05/2020,0,341,366.5,26,1686
Torfaen,21/05/2020,1,341,366.5,23,1660
Torfaen,20/05/2020,2,340,365.4,75,1637
Torfaen,19/05/2020,9,338,363.2,93,1562
Torfaen,18/05/2020,1,329,353.6,17,1469
Torfaen,17/05/2020,7,328,352.5,121,1452
Torfaen,16/05/2020,1,321,345,38,1331
Torfaen,15/05/2020,0,320,343.9,23,1293
Torfaen,14/05/2020,2,320,343.9,145,1270
Torfaen,13/05/2020,1,318,341.8,27,1125
Torfaen,12/05/2020,1,317,340.7,18,1098
Torfaen,11/05/2020,2,316,339.6,18,1080
Torfaen,10/05/2020,2,314,337.5,9,1062
Torfaen,09/05/2020,1,312,335.3,16,1053
Torfaen,08/05/2020,0,311,334.2,16,1037
Torfaen,07/05/2020,1,311,334.2,17,1021
Torfaen,06/05/2020,2,310,333.2,22,1004
Torfaen,05/05/2020,0,308,331,22,982
Torfaen,04/05/2020,0,308,331,19,960
Torfaen,03/05/2020,0,308,331,14,941
Torfaen,02/05/2020,2,308,331,21,927
Torfaen,01/05/2020,1,306,328.9,17,906
Torfaen,30/04/2020,2,305,327.8,11,889
Torfaen,29/04/2020,0,303,325.6,19,878
Torfaen,28/04/2020,2,303,325.6,20,859
Torfaen,27/04/2020,5,301,323.5,20,839
Torfaen,26/04/2020,0,296,318.1,8,819
Torfaen,25/04/2020,1,296,318.1,11,811
Torfaen,24/04/2020,6,295,317,23,800
Torfaen,23/04/2020,3,289,310.6,19,777
Torfaen,22/04/2020,1,286,307.4,17,758
Torfaen,21/04/2020,4,285,306.3,24,741
Torfaen,20/04/2020,3,281,302,22,717
Torfaen,19/04/2020,2,278,298.8,8,695
Torfaen,18/04/2020,5,276,296.6,19,687
Torfaen,17/04/2020,5,271,291.2,15,668
Torfaen,16/04/2020,11,266,285.9,35,653
Torfaen,15/04/2020,12,255,274,28,618
Torfaen,14/04/2020,8,243,261.2,24,590
Torfaen,13/04/2020,2,235,252.6,16,566
Torfaen,12/04/2020,0,233,250.4,5,550
Torfaen,11/04/2020,5,233,250.4,16,545
Torfaen,10/04/2020,8,228,245,24,529
Torfaen,09/04/2020,6,220,236.4,14,505
Torfaen,08/04/2020,12,214,230,24,491
Torfaen,07/04/2020,5,202,217.1,16,467
Torfaen,06/04/2020,22,197,211.7,37,451
Torfaen,05/04/2020,8,175,188.1,12,414
Torfaen,04/04/2020,10,167,179.5,19,402
Torfaen,03/04/2020,10,157,168.7,22,383
Torfaen,02/04/2020,13,147,158,29,361
Torfaen,01/04/2020,16,134,144,28,332
Torfaen,31/03/2020,7,118,126.8,17,304
Torfaen,30/03/2020,20,111,119.3,34,287
Torfaen,29/03/2020,9,91,97.8,16,253
Torfaen,28/03/2020,6,82,88.1,13,237
Torfaen,27/03/2020,8,76,81.7,17,224
Torfaen,26/03/2020,9,68,73.1,22,207
Torfaen,25/03/2020,9,59,63.4,19,185
Torfaen,24/03/2020,7,50,53.7,22,166
Torfaen,23/03/2020,14,43,46.2,27,144
Torfaen,22/03/2020,5,29,31.2,12,117
Torfaen,21/03/2020,2,24,25.8,17,105
Torfaen,20/03/2020,5,22,23.6,16,88
Torfaen,19/03/2020,8,17,18.3,17,72
Torfaen,18/03/2020,3,9,9.7,10,55
Torfaen,17/03/2020,2,6,6.4,8,45
Torfaen,16/03/2020,1,4,4.3,4,37
Torfaen,15/03/2020,1,3,3.2,6,33
Torfaen,14/03/2020,0,2,2.1,4,27
Torfaen,13/03/2020,2,2,2.1,5,23
Torfaen,12/03/2020,0,0,0,5,18
Torfaen,11/03/2020,0,0,0,4,13
Torfaen,10/03/2020,0,0,0,0,9
Torfaen,09/03/2020,0,0,0,0,9
Torfaen,08/03/2020,0,0,0,0,9
Torfaen,07/03/2020,0,0,0,0,9
Torfaen,06/03/2020,0,0,0,0,9
Torfaen,05/03/2020,0,0,0,0,9
Torfaen,04/03/2020,0,0,0,0,9
Torfaen,03/03/2020,0,0,0,1,9
Torfaen,02/03/2020,0,0,0,1,8
Torfaen,01/03/2020,0,0,0,0,7
Torfaen,29/02/2020,0,0,0,1,7
Torfaen,28/02/2020,0,0,0,3,6
Torfaen,27/02/2020,0,0,0,0,3
Torfaen,26/02/2020,0,0,0,0,3
Torfaen,25/02/2020,0,0,0,1,3
Torfaen,24/02/2020,0,0,0,0,2
Torfaen,23/02/2020,0,0,0,0,2
Torfaen,22/02/2020,0,0,0,1,2
Torfaen,21/02/2020,0,0,0,0,1
Torfaen,20/02/2020,0,0,0,0,1
Torfaen,19/02/2020,0,0,0,0,1
Torfaen,18/02/2020,0,0,0,0,1
Torfaen,17/02/2020,0,0,0,0,1
Torfaen,16/02/2020,0,0,0,0,1
Torfaen,15/02/2020,0,0,0,0,1
Torfaen,14/02/2020,0,0,0,0,1
Torfaen,13/02/2020,0,0,0,0,1
Torfaen,12/02/2020,0,0,0,0,1
Torfaen,11/02/2020,0,0,0,0,1
Torfaen,10/02/2020,0,0,0,0,1
Torfaen,09/02/2020,0,0,0,0,1
Torfaen,08/02/2020,0,0,0,0,1
Torfaen,07/02/2020,0,0,0,1,1
Torfaen,06/02/2020,0,0,0,0,0
Torfaen,05/02/2020,0,0,0,0,0
Torfaen,04/02/2020,0,0,0,0,0
Torfaen,03/02/2020,0,0,0,0,0
Unknown,01/07/2020,0,183,,0,4310
Unknown,30/06/2020,0,183,,10,4310
Unknown,29/06/2020,1,183,,34,4300
Unknown,28/06/2020,0,182,,23,4266
Unknown,27/06/2020,3,182,,66,4243
Unknown,26/06/2020,0,179,,66,4177
Unknown,25/06/2020,4,179,,95,4111
Unknown,24/06/2020,6,175,,80,4016
Unknown,23/06/2020,16,169,,144,3936
Unknown,22/06/2020,6,153,,143,3792
Unknown,21/06/2020,4,147,,122,3649
Unknown,20/06/2020,2,143,,44,3527
Unknown,19/06/2020,18,141,,143,3483
Unknown,18/06/2020,5,123,,105,3340
Unknown,17/06/2020,1,118,,34,3235
Unknown,16/06/2020,0,117,,34,3201
Unknown,15/06/2020,1,117,,31,3167
Unknown,14/06/2020,0,116,,14,3136
Unknown,13/06/2020,0,116,,18,3122
Unknown,12/06/2020,0,116,,72,3104
Unknown,11/06/2020,1,116,,36,3032
Unknown,10/06/2020,2,115,,51,2996
Unknown,09/06/2020,0,113,,68,2945
Unknown,08/06/2020,1,113,,57,2877
Unknown,07/06/2020,0,112,,54,2820
Unknown,06/06/2020,0,112,,41,2766
Unknown,05/06/2020,0,112,,65,2725
Unknown,04/06/2020,0,112,,98,2660
Unknown,03/06/2020,0,112,,128,2562
Unknown,02/06/2020,1,112,,76,2434
Unknown,01/06/2020,0,111,,105,2358
Unknown,31/05/2020,0,111,,45,2253
Unknown,30/05/2020,1,111,,34,2208
Unknown,29/05/2020,0,110,,81,2174
Unknown,28/05/2020,1,110,,56,2093
Unknown,27/05/2020,0,109,,44,2037
Unknown,26/05/2020,0,109,,43,1993
Unknown,25/05/2020,1,109,,41,1950
Unknown,24/05/2020,2,108,,21,1909
Unknown,23/05/2020,0,106,,59,1888
Unknown,22/05/2020,0,106,,30,1829
Unknown,21/05/2020,0,106,,33,1799
Unknown,20/05/2020,0,106,,37,1766
Unknown,19/05/2020,5,106,,47,1729
Unknown,18/05/2020,2,101,,12,1682
Unknown,17/05/2020,2,99,,23,1670
Unknown,16/05/2020,3,97,,31,1647
Unknown,15/05/2020,1,94,,34,1616
Unknown,14/05/2020,0,93,,21,1582
Unknown,13/05/2020,2,93,,42,1561
Unknown,12/05/2020,1,91,,32,1519
Unknown,11/05/2020,0,90,,13,1487
Unknown,10/05/2020,0,90,,18,1474
Unknown,09/05/2020,0,90,,15,1456
Unknown,08/05/2020,0,90,,16,1441
Unknown,07/05/2020,1,90,,46,1425
Unknown,06/05/2020,2,89,,60,1379
Unknown,05/05/2020,1,87,,61,1319
Unknown,04/05/2020,2,86,,3,1258
Unknown,03/05/2020,0,84,,5,1255
Unknown,02/05/2020,1,84,,10,1250
Unknown,01/05/2020,0,83,,15,1240
Unknown,30/04/2020,1,83,,19,1225
Unknown,29/04/2020,0,82,,12,1206
Unknown,28/04/2020,1,82,,6,1194
Unknown,27/04/2020,1,81,,33,1188
Unknown,26/04/2020,1,80,,11,1155
Unknown,25/04/2020,0,79,,9,1144
Unknown,24/04/2020,3,79,,32,1135
Unknown,23/04/2020,0,76,,33,1103
Unknown,22/04/2020,1,76,,16,1070
Unknown,21/04/2020,1,75,,10,1054
Unknown,20/04/2020,1,74,,19,1044
Unknown,19/04/2020,3,73,,8,1025
Unknown,18/04/2020,4,70,,12,1017
Unknown,17/04/2020,1,66,,7,1005
Unknown,16/04/2020,0,65,,13,998
Unknown,15/04/2020,3,65,,10,985
Unknown,14/04/2020,5,62,,20,975
Unknown,13/04/2020,3,57,,9,955
Unknown,12/04/2020,3,54,,12,946
Unknown,11/04/2020,0,51,,6,934
Unknown,10/04/2020,6,51,,16,928
Unknown,09/04/2020,1,45,,14,912
Unknown,08/04/2020,1,44,,20,898
Unknown,07/04/2020,2,43,,19,878
Unknown,06/04/2020,1,41,,14,859
Unknown,05/04/2020,1,40,,5,845
Unknown,04/04/2020,1,39,,14,840
Unknown,03/04/2020,5,38,,30,826
Unknown,02/04/2020,1,33,,37,796
Unknown,01/04/2020,3,32,,42,759
Unknown,31/03/2020,2,29,,30,717
Unknown,30/03/2020,4,27,,35,687
Unknown,29/03/2020,1,23,,20,652
Unknown,28/03/2020,0,22,,18,632
Unknown,27/03/2020,5,22,,44,614
Unknown,26/03/2020,2,17,,35,570
Unknown,25/03/2020,5,15,,53,535
Unknown,24/03/2020,5,10,,38,482
Unknown,23/03/2020,1,5,,28,444
Unknown,22/03/2020,0,4,,13,416
Unknown,21/03/2020,0,4,,7,403
Unknown,20/03/2020,0,4,,18,396
Unknown,19/03/2020,0,4,,17,378
Unknown,18/03/2020,1,4,,13,361
Unknown,17/03/2020,0,3,,281,348
Unknown,16/03/2020,0,3,,2,67
Unknown,15/03/2020,0,3,,7,65
Unknown,14/03/2020,2,3,,4,58
Unknown,13/03/2020,0,1,,1,54
Unknown,12/03/2020,0,1,,5,53
Unknown,11/03/2020,0,1,,3,48
Unknown,10/03/2020,0,1,,1,45
Unknown,09/03/2020,0,1,,0,44
Unknown,08/03/2020,0,1,,0,44
Unknown,07/03/2020,1,1,,1,44
Unknown,06/03/2020,0,0,,1,43
Unknown,05/03/2020,0,0,,1,42
Unknown,04/03/2020,0,0,,0,41
Unknown,03/03/2020,0,0,,1,41
Unknown,02/03/2020,0,0,,1,40
Unknown,01/03/2020,0,0,,7,39
Unknown,29/02/2020,0,0,,1,32
Unknown,28/02/2020,0,0,,1,31
Unknown,27/02/2020,0,0,,6,30
Unknown,26/02/2020,0,0,,0,24
Unknown,25/02/2020,0,0,,2,24
Unknown,24/02/2020,0,0,,0,22
Unknown,23/02/2020,0,0,,2,22
Unknown,22/02/2020,0,0,,2,20
Unknown,21/02/2020,0,0,,1,18
Unknown,20/02/2020,0,0,,1,17
Unknown,19/02/2020,0,0,,1,16
Unknown,18/02/2020,0,0,,1,15
Unknown,17/02/2020,0,0,,0,14
Unknown,16/02/2020,0,0,,2,14
Unknown,15/02/2020,0,0,,1,12
Unknown,14/02/2020,0,0,,1,11
Unknown,13/02/2020,0,0,,1,10
Unknown,12/02/2020,0,0,,0,9
Unknown,11/02/2020,0,0,,0,9
Unknown,10/02/2020,0,0,,0,9
Unknown,09/02/2020,0,0,,1,9
Unknown,08/02/2020,0,0,,3,8
Unknown,07/02/2020,0,0,,0,5
Unknown,06/02/2020,0,0,,3,5
Unknown,05/02/2020,0,0,,0,2
Unknown,04/02/2020,0,0,,0,2
Unknown,03/02/2020,0,0,,2,2
Vale of Glamorgan,01/07/2020,0,731,553.1,1,6296
Vale of Glamorgan,30/06/2020,0,731,553.1,28,6295
Vale of Glamorgan,29/06/2020,2,731,553.1,80,6267
Vale of Glamorgan,28/06/2020,0,729,551.6,36,6187
Vale of Glamorgan,27/06/2020,1,729,551.6,43,6151
Vale of Glamorgan,26/06/2020,0,728,550.8,63,6108
Vale of Glamorgan,25/06/2020,1,728,550.8,93,6045
Vale of Glamorgan,24/06/2020,0,727,550.1,124,5952
Vale of Glamorgan,23/06/2020,1,727,550.1,75,5828
Vale of Glamorgan,22/06/2020,6,726,549.3,93,5753
Vale of Glamorgan,21/06/2020,0,720,544.8,40,5660
Vale of Glamorgan,20/06/2020,3,720,544.8,61,5620
Vale of Glamorgan,19/06/2020,1,717,542.5,125,5559
Vale of Glamorgan,18/06/2020,2,716,541.7,73,5434
Vale of Glamorgan,17/06/2020,3,714,540.2,98,5361
Vale of Glamorgan,16/06/2020,1,711,538,76,5263
Vale of Glamorgan,15/06/2020,5,710,537.2,67,5187
Vale of Glamorgan,14/06/2020,4,705,533.4,41,5120
Vale of Glamorgan,13/06/2020,9,701,530.4,58,5079
Vale of Glamorgan,12/06/2020,4,692,523.6,63,5021
Vale of Glamorgan,11/06/2020,2,688,520.6,67,4958
Vale of Glamorgan,10/06/2020,3,686,519,84,4891
Vale of Glamorgan,09/06/2020,3,683,516.8,84,4807
Vale of Glamorgan,08/06/2020,6,680,514.5,95,4723
Vale of Glamorgan,07/06/2020,2,674,510,51,4628
Vale of Glamorgan,06/06/2020,1,672,508.5,65,4577
Vale of Glamorgan,05/06/2020,4,671,507.7,81,4512
Vale of Glamorgan,04/06/2020,2,667,504.7,128,4431
Vale of Glamorgan,03/06/2020,1,665,503.2,81,4303
Vale of Glamorgan,02/06/2020,3,664,502.4,65,4222
Vale of Glamorgan,01/06/2020,1,661,500.1,52,4157
Vale of Glamorgan,31/05/2020,1,660,499.4,56,4105
Vale of Glamorgan,30/05/2020,1,659,498.6,59,4049
Vale of Glamorgan,29/05/2020,4,658,497.9,133,3990
Vale of Glamorgan,28/05/2020,3,654,494.8,39,3857
Vale of Glamorgan,27/05/2020,4,651,492.6,96,3818
Vale of Glamorgan,26/05/2020,4,647,489.5,138,3722
Vale of Glamorgan,25/05/2020,8,643,486.5,89,3584
Vale of Glamorgan,24/05/2020,4,635,480.5,32,3495
Vale of Glamorgan,23/05/2020,2,631,477.4,82,3463
Vale of Glamorgan,22/05/2020,5,629,475.9,169,3381
Vale of Glamorgan,21/05/2020,4,624,472.1,61,3212
Vale of Glamorgan,20/05/2020,4,620,469.1,63,3151
Vale of Glamorgan,19/05/2020,8,616,466.1,95,3088
Vale of Glamorgan,18/05/2020,5,608,460,140,2993
Vale of Glamorgan,17/05/2020,3,603,456.2,116,2853
Vale of Glamorgan,16/05/2020,4,600,454,209,2737
Vale of Glamorgan,15/05/2020,4,596,451,91,2528
Vale of Glamorgan,14/05/2020,5,592,447.9,38,2437
Vale of Glamorgan,13/05/2020,4,587,444.1,45,2399
Vale of Glamorgan,12/05/2020,2,583,441.1,34,2354
Vale of Glamorgan,11/05/2020,6,581,439.6,30,2320
Vale of Glamorgan,10/05/2020,0,575,435.1,15,2290
Vale of Glamorgan,09/05/2020,1,575,435.1,19,2275
Vale of Glamorgan,08/05/2020,3,574,434.3,34,2256
Vale of Glamorgan,07/05/2020,5,571,432,41,2222
Vale of Glamorgan,06/05/2020,3,566,428.3,53,2181
Vale of Glamorgan,05/05/2020,6,563,426,50,2128
Vale of Glamorgan,04/05/2020,4,557,421.4,50,2078
Vale of Glamorgan,03/05/2020,6,553,418.4,27,2028
Vale of Glamorgan,02/05/2020,7,547,413.9,42,2001
Vale of Glamorgan,01/05/2020,4,540,408.6,67,1959
Vale of Glamorgan,30/04/2020,7,536,405.6,38,1892
Vale of Glamorgan,29/04/2020,8,529,400.3,48,1854
Vale of Glamorgan,28/04/2020,4,521,394.2,49,1806
Vale of Glamorgan,27/04/2020,9,517,391.2,47,1757
Vale of Glamorgan,26/04/2020,7,508,384.4,25,1710
Vale of Glamorgan,25/04/2020,7,501,379.1,24,1685
Vale of Glamorgan,24/04/2020,14,494,373.8,81,1661
Vale of Glamorgan,23/04/2020,8,480,363.2,50,1580
Vale of Glamorgan,22/04/2020,8,472,357.1,36,1530
Vale of Glamorgan,21/04/2020,14,464,351.1,57,1494
Vale of Glamorgan,20/04/2020,12,450,340.5,44,1437
Vale of Glamorgan,19/04/2020,14,438,331.4,36,1393
Vale of Glamorgan,18/04/2020,7,424,320.8,47,1357
Vale of Glamorgan,17/04/2020,10,417,315.5,53,1310
Vale of Glamorgan,16/04/2020,12,407,307.9,49,1257
Vale of Glamorgan,15/04/2020,19,395,298.9,55,1208
Vale of Glamorgan,14/04/2020,18,376,284.5,50,1153
